"Species","Value_g","raw_value","raw_unit","Source","first_author","Year","Team","role"
"Cebus apella group",2400,"2400","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2050,"2050","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2100,"2100","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2000,"2000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2750,"2750","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2350,"2350","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2700,"2700","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",1900,"1900","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2460,"2460","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3200,"3200","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2200,"2200","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2300,"2300","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3010,"3010","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2420,"2420","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",1650,"1650","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2550,"2550","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3800,"3800","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3700,"3700","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3175,"3175","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",1814,"1814","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2300,"2300","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2750,"2750","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3580,"3580","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3300,"3300","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2800,"2800","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3200,"3200","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",4200,"4200","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2350,"2350","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3750,"3750","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3300,"3300","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3400,"3400","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3300,"3300","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2250,"2250","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",4300,"4300","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3550,"3550","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",4000,"4000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2420,"2420","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",4150,"4150","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",4290,"4290","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",2270,"2270","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",3000,"3000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",2500,"2500","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",1814,"1814","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",2495,"2495","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",2540,"2540","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",3745,"3745","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",1360,"1360","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",1540,"1540","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",3400,"3400","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",3860,"3860","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",3629,"3629","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",3250,"3250","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",4750,"4750","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",3500,"3500","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",4250,"4250","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",2722,"2722","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",1814,"1814","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",2722,"2722","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",3860,"3860","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",3400,"3400","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",4200,"4200","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus capucinus group",3856,"3856","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2550,"2550","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3000,"3000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3000,"3000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2000,"2000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3000,"3000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",4000,"4000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3500,"3500","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3500,"3500","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",4000,"4000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3130,"3130","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2600,"2600","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",1290,"1290","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3600,"3600","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2950,"2950","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",1665,"1665","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3000,"3000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2900,"2900","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2000,"2000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",3600,"3600","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",1950,"1950","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",1700,"1700","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2800,"2800","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2500,"2500","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",1500,"1500","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2000,"2000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",1500,"1500","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",1700,"1700","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2500,"2500","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2000,"2000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2000,"2000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2000,"2000","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2500,"2500","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2850,"2850","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",1910,"1910","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",1715,"1715","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",2400,"2400","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Cebus apella group",1900,"1900","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
