Species,Variable,flag,detail
Panthera leo,Cerebellum_Vol.mm3,published_bilateral_estimate,"a contributing source publishes its figure as 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1; the merged value is the mean across 2 teams (Ashwell; Reep) -- see laterality_known.csv"
Panthera leo,Diencephalon_excluding_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera leo,Hippocampus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera leo,Medulla_oblongata_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera leo,Mesencephalon_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera leo,Neocortex_Vol.mm3,published_bilateral_estimate,"a contributing source publishes its figure as 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1; the merged value is the mean across 2 teams (Bush; Reep) -- see laterality_known.csv"
Panthera leo,Palaeocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera leo,Schizo_cortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera leo,Septum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera leo,Striatum_including_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera pardus,Amygdala_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera pardus,Cerebellum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera pardus,Diencephalon_excluding_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera pardus,Hippocampus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera pardus,Medulla_oblongata_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera pardus,Mesencephalon_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera pardus,Neocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera pardus,Palaeocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera pardus,Schizo_cortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera pardus,Septum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Panthera pardus,Striatum_including_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Papio anubis,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"a contributing source publishes its figure as 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1; the merged value is the mean across 2 teams (Stephan_collection; Zilles) -- see laterality_known.csv"
Pecari tajacu,Amygdala_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Pecari tajacu,Cerebellum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Pecari tajacu,Diencephalon_excluding_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Pecari tajacu,Hippocampus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Pecari tajacu,Medulla_oblongata_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Pecari tajacu,Mesencephalon_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Pecari tajacu,Neocortex_Vol.mm3,published_bilateral_estimate,"a contributing source publishes its figure as 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1; the merged value is the mean across 2 teams (Bush; Reep) -- see laterality_known.csv"
Pecari tajacu,Palaeocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Pecari tajacu,Schizo_cortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Pecari tajacu,Septum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Pecari tajacu,Striatum_including_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Phoca vitulina,Amygdala_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Phoca vitulina,Cerebellum_Vol.mm3,published_bilateral_estimate,"a contributing source publishes its figure as 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1; the merged value is the mean across 2 teams (Ashwell; Reep) -- see laterality_known.csv"
Phoca vitulina,Diencephalon_excluding_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Phoca vitulina,Hippocampus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Phoca vitulina,Medulla_oblongata_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Phoca vitulina,Mesencephalon_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Phoca vitulina,Neocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Phoca vitulina,Palaeocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Phoca vitulina,Schizo_cortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Phoca vitulina,Septum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Phoca vitulina,Striatum_including_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Piliocolobus badius,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"a contributing source publishes its figure as 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1; the merged value is the mean across 2 teams (Stephan_collection; Zilles) -- see laterality_known.csv"
Pongo sp.,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Procyon cancrivorus,Amygdala_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Procyon cancrivorus,Cerebellum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Procyon cancrivorus,Diencephalon_excluding_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Procyon cancrivorus,Hippocampus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Procyon cancrivorus,Medulla_oblongata_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Procyon cancrivorus,Mesencephalon_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Procyon cancrivorus,Neocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Procyon cancrivorus,Palaeocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Procyon cancrivorus,Schizo_cortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Procyon cancrivorus,Septum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Procyon cancrivorus,Striatum_including_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Puma concolor,Amygdala_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Puma concolor,Cerebellum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Puma concolor,Diencephalon_excluding_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Puma concolor,Hippocampus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Puma concolor,Medulla_oblongata_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Puma concolor,Mesencephalon_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Puma concolor,Neocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Puma concolor,Palaeocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Puma concolor,Schizo_cortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Puma concolor,Septum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Puma concolor,Striatum_including_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Pygathrix nemaeus,Corpus_geniculatum_laterale_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): deSousa_etal_2013_Table1 -- see laterality_known.csv"
Tamandua tetradactyla,Amygdala_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Tamandua tetradactyla,Cerebellum_Vol.mm3,published_bilateral_estimate,"a contributing source publishes its figure as 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1; the merged value is the mean across 2 teams (Ashwell; Reep) -- see laterality_known.csv"
Tamandua tetradactyla,Diencephalon_excluding_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Tamandua tetradactyla,Hippocampus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Tamandua tetradactyla,Medulla_oblongata_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Tamandua tetradactyla,Mesencephalon_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Tamandua tetradactyla,Neocortex_Vol.mm3,published_bilateral_estimate,"a contributing source publishes its figure as 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1; the merged value is the mean across 2 teams (Bush; Reep) -- see laterality_known.csv"
Tamandua tetradactyla,Palaeocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Tamandua tetradactyla,Schizo_cortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Tamandua tetradactyla,Septum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Tamandua tetradactyla,Striatum_including_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Taxidea taxus,Amygdala_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Taxidea taxus,Cerebellum_Vol.mm3,published_bilateral_estimate,"a contributing source publishes its figure as 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1; the merged value is the mean across 2 teams (Ashwell; Reep) -- see laterality_known.csv"
Taxidea taxus,Diencephalon_excluding_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Taxidea taxus,Hippocampus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Taxidea taxus,Medulla_oblongata_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Taxidea taxus,Mesencephalon_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Taxidea taxus,Neocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Taxidea taxus,Palaeocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Taxidea taxus,Schizo_cortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Taxidea taxus,Septum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Taxidea taxus,Striatum_including_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Trichechus manatus,Amygdala_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Trichechus manatus,Cerebellum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Trichechus manatus,Diencephalon_excluding_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Trichechus manatus,Hippocampus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Trichechus manatus,Medulla_oblongata_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Trichechus manatus,Mesencephalon_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Trichechus manatus,Neocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Trichechus manatus,Palaeocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Trichechus manatus,Schizo_cortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Trichechus manatus,Septum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Trichechus manatus,Striatum_including_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Ursus maritimus,Amygdala_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Ursus maritimus,Cerebellum_Vol.mm3,published_bilateral_estimate,"a contributing source publishes its figure as 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1; the merged value is the mean across 2 teams (Ashwell; Reep) -- see laterality_known.csv"
Ursus maritimus,Diencephalon_excluding_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Ursus maritimus,Hippocampus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Ursus maritimus,Medulla_oblongata_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Ursus maritimus,Mesencephalon_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Ursus maritimus,Neocortex_Vol.mm3,published_bilateral_estimate,"a contributing source publishes its figure as 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1; the merged value is the mean across 2 teams (Bush; Reep) -- see laterality_known.csv"
Ursus maritimus,Palaeocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Ursus maritimus,Schizo_cortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Ursus maritimus,Septum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Ursus maritimus,Striatum_including_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes vulpes,Amygdala_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes vulpes,Cerebellum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes vulpes,Diencephalon_excluding_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes vulpes,Hippocampus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes vulpes,Medulla_oblongata_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes vulpes,Mesencephalon_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes vulpes,Neocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes vulpes,Palaeocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes vulpes,Schizo_cortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes vulpes,Septum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes vulpes,Striatum_including_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes zerda,Amygdala_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes zerda,Cerebellum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes zerda,Diencephalon_excluding_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes zerda,Hippocampus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes zerda,Medulla_oblongata_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes zerda,Mesencephalon_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes zerda,Neocortex_Vol.mm3,published_bilateral_estimate,"a contributing source publishes its figure as 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1; the merged value is the mean across 2 teams (Bush; Reep) -- see laterality_known.csv"
Vulpes zerda,Palaeocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes zerda,Schizo_cortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes zerda,Septum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Vulpes zerda,Striatum_including_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Zalophus californianus,Amygdala_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Zalophus californianus,Cerebellum_Vol.mm3,published_bilateral_estimate,"a contributing source publishes its figure as 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1; the merged value is the mean across 2 teams (Ashwell; Reep) -- see laterality_known.csv"
Zalophus californianus,Diencephalon_excluding_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Zalophus californianus,Hippocampus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Zalophus californianus,Medulla_oblongata_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Zalophus californianus,Mesencephalon_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Zalophus californianus,Neocortex_Vol.mm3,published_bilateral_estimate,"a contributing source publishes its figure as 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1; the merged value is the mean across 2 teams (Bush; Reep) -- see laterality_known.csv"
Zalophus californianus,Palaeocortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Zalophus californianus,Schizo_cortex_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Zalophus californianus,Septum_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
Zalophus californianus,Striatum_including_globus_pallidus_Vol.mm3,published_bilateral_estimate,"published value is 2x one hemisphere, doubled by the source (not by this merge): Reep_etal_2007_Table1 -- see laterality_known.csv"
