Species,Variable,Team,Source,Year,Value,n_obs,status,flag,action,Source_used,Year_used,reason
Lagothrix lagothricha,Corpus_subfornicale_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXVI,1981,0.583,1,USED,NA,use,Stephan_etal_1981_TableXVI,1981,NA
Lagothrix lagothricha,Diencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIII,1981,5721,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Lagothrix lagothricha,Epithalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,31,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lagothrix lagothricha,FrontalMotor_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,2434,1,USED,unverifiable,review,Smaers_etal_2017_TableS1part1,2017,"frontal_motor_gray is the only genuinely 2017-unique numeric column, so it is kept - but it is the POSTERIOR section-5 of 20 frontal sections and was never published anywhere else, so it cannot be checked against any public table. It is a biased anterior/posterior proxy, not the true premotor border. Treat as provisional."
Lagothrix lagothricha,FrontalMotor_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,1625,1,USED,unverifiable,review,Smaers_etal_2017_TableS1part1,2017,"frontal_motor_white is the white-matter counterpart of the same unpublished posterior section-5 partition: 2017-unique, kept, but unverifiable against any public table and a proxy rather than a true premotor border."
Lagothrix lagothricha,Hippocampus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,1586,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Lagothrix lagothricha,Hypothalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,624,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lagothrix lagothricha,Interpositus_cerebellar_nuclei_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,60.23,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Lagothrix lagothricha,Lateral_cerebellar_nuclei_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,108.57,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Lagothrix lagothricha,Lobus_piriformis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,1395,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Lagothrix lagothricha,Medial_cerebellar_nuclei_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,44.15,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Lagothrix lagothricha,Medulla_oblongata_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIII,1981,2110,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Lagothrix lagothricha,Mesencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIII,1981,1582,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Lagothrix lagothricha,Neocortex_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,65873,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Lagothrix lagothricha,Neocortex_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,65873,1,superseded (older),NA,use,Frahm_etal_1982_Table2,1982,NA
Lagothrix lagothricha,Neocortex_grey_matter_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,49147,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Lagothrix lagothricha,Neocortex_lamina_1_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,7664,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Lagothrix lagothricha,Neocortex_laminae_2_6_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,41483,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Lagothrix lagothricha,Neocortex_white_matter_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,16727,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Lagothrix lagothricha,Nucleus_habenularis_medialis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXVI,1981,7.01,1,USED,NA,use,Stephan_etal_1981_TableXVI,1981,NA
Lagothrix lagothricha,Nucleus_septalis_triangularis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXVI,1981,2.6,1,USED,NA,use,Stephan_etal_1981_TableXVI,1981,NA
Lagothrix lagothricha,Nucleus_subthalamicus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,63.8,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lagothrix lagothricha,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIII,1981,14.1,1,USED,NA,use,Stephan_etal_1981_TableXIII,1981,NA
Lagothrix lagothricha,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIII,1981,6.94,1,USED,NA,use,Stephan_etal_1981_TableXIII,1981,NA
Lagothrix lagothricha,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIII,1981,23,1,USED,NA,use,Stephan_etal_1981_TableXIII,1981,NA
Lagothrix lagothricha,Nucleus_vestibularis_superior_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIII,1981,9.07,1,USED,NA,use,Stephan_etal_1981_TableXIII,1981,NA
Lagothrix lagothricha,Pallidum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,845,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lagothrix lagothricha,PrefrontalCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,1887,1,skipped (flagged),secondary_compilation,skip,NA,NA,"Smaers 2017 prefrontal_gray is Smaers et al. 2011 Suppl. Table 2 republished (anterior section-5, summed L+R; human = mean of 8), 19/11 spp within 2%. Add Smaers_etal_2011_SupplementaryTable1 to the selection if you want prefrontal volumes; do not date this measurement 2017."
Lagothrix lagothricha,PrefrontalCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,226,1,skipped (flagged),secondary_compilation,skip,NA,NA,"Smaers 2017 prefrontal_white is Smaers et al. 2011 Suppl. Table 2 republished, same as the grey-matter column. Use the 2011 raw table as the source if prefrontal volumes are wanted."
Lagothrix lagothricha,Schizo_cortex_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,680,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Lagothrix lagothricha,Septum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,266,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Lagothrix lagothricha,Striatum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,4947,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Lagothrix lagothricha,Subthalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,909,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lagothrix lagothricha,Telencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIII,1981,74822,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Lagothrix lagothricha,Thalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,2959,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lagothrix lagothricha,Total_brain_net_volume_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIII,1981,95503,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Lagothrix lagothricha,Tractus_opticus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,203,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lagothrix lagothricha,Ventral_pons_Vol.mm3,Selected_collection,Matano_etal_1985_b_Table1,1985,725.6,1,USED,NA,use,Matano_etal_1985_b_Table1,1985,NA
Lagothrix lagothricha,Ventricles_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIII,1981,1090,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Leontopithecus rosalia,Agranular_insular_cortex_left_Vol.mm3,Selected_collection,Bauernfeind_etal_2013_Table1,2013,12,1,USED,NA,use,Bauernfeind_etal_2013_Table1,2013,NA
Leontopithecus rosalia,Body_Mass.g,Selected_collection,Bauernfeind_etal_2013_Table1,2013,598,1,USED,NA,use,Bauernfeind_etal_2013_Table1,2013,NA
Leontopithecus rosalia,Brain_Mass.mg,Selected_collection,Bauernfeind_etal_2013_Table1,2013,12.7,1,USED,unit_suspect,review,Bauernfeind_etal_2013_Table1,2013,"Scale check: the TSV column brain_mass_mg really is milligrams (Pan paniscus 395000 = 395 g; Alouatta caraya 55800 = 55.8 g), but the reshape divides by 1000, so the value carried under the term Brain_Mass.mg is in GRAMS - 1000x smaller than the term claims. This comes from volumes_compiled.R (same line, same result in the canonical volumes_long.csv), so it is an upstream issue, NOT something this selection introduced. Here it only reaches the 13 species Stephan 1981 does not cover, because mass_rule pins the rest to Stephan. Set action to skip, or fix the reshape upstream, once decided."
Leontopithecus rosalia,Dysgranular_insular_cortex_left_Vol.mm3,Selected_collection,Bauernfeind_etal_2013_Table1,2013,21,1,USED,NA,use,Bauernfeind_etal_2013_Table1,2013,NA
Leontopithecus rosalia,Granular_insular_cortex_left_Vol.mm3,Selected_collection,Bauernfeind_etal_2013_Table1,2013,4,1,USED,NA,use,Bauernfeind_etal_2013_Table1,2013,NA
Leontopithecus rosalia,Insula_left_Vol.mm3,Selected_collection,Bauernfeind_etal_2013_Table1,2013,37,1,USED,NA,use,Bauernfeind_etal_2013_Table1,2013,NA
Leontopithecus rosalia,Total_brain_net_volume_Vol.mm3,Selected_collection,Bauernfeind_etal_2013_Table1,2013,12259,1,USED,NA,use,Bauernfeind_etal_2013_Table1,2013,NA
Lepilemur ruficaudatus,Amygdala_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXI,1981,133,1,USED,NA,use,Stephan_etal_1981_TableXI,1981,NA
Lepilemur ruficaudatus,Area_striata_Vol.mm3,Selected_collection,Frahm_etal_1984_Table1,1984,358,1,USED,NA,use,Frahm_etal_1984_Table1,1984,NA
Lepilemur ruficaudatus,Area_striata_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIX,1981,357,1,superseded (older),NA,use,Frahm_etal_1984_Table1,1984,NA
Lepilemur ruficaudatus,Area_striata_grey_matter_Vol.mm3,Selected_collection,Frahm_etal_1984_Table1,1984,326,1,USED,NA,use,Frahm_etal_1984_Table1,1984,NA
Lepilemur ruficaudatus,Area_striata_lamina_1_Vol.mm3,Selected_collection,Frahm_etal_1984_Table1,1984,52.5,1,USED,NA,use,Frahm_etal_1984_Table1,1984,NA
Lepilemur ruficaudatus,Area_striata_laminae_2_6_Vol.mm3,Selected_collection,Frahm_etal_1984_Table1,1984,274,1,USED,NA,use,Frahm_etal_1984_Table1,1984,NA
Lepilemur ruficaudatus,Area_striata_white_matter_Vol.mm3,Selected_collection,Frahm_etal_1984_Table1,1984,31.4,1,USED,NA,use,Frahm_etal_1984_Table1,1984,NA
Lepilemur ruficaudatus,Body_Mass.g,Selected_collection,Stephan_etal_1988_TABLE1,1988,915,1,superseded (older),NA,use,Stephan_etal_1981_TableII,1981,NA
Lepilemur ruficaudatus,Body_Mass.g,Selected_collection,Matano_etal_1985_a_Table1,1985,915,1,superseded (older),NA,use,Stephan_etal_1981_TableII,1981,NA
Lepilemur ruficaudatus,Body_Mass.g,Selected_collection,Matano_etal_1985_b_Table1,1985,915,1,superseded (older),NA,use,Stephan_etal_1981_TableII,1981,NA
Lepilemur ruficaudatus,Body_Mass.g,Selected_collection,Stephan_etal_1981_TableII,1981,915,1,USED,NA,use,Stephan_etal_1981_TableII,1981,NA
Lepilemur ruficaudatus,Brain_Mass.mg,Selected_collection,Stephan_etal_1988_TABLE1,1988,7600,1,superseded (older),NA,use,Stephan_etal_1981_TableII,1981,NA
Lepilemur ruficaudatus,Brain_Mass.mg,Selected_collection,Stephan_etal_1981_TableII,1981,7600,1,USED,NA,use,Stephan_etal_1981_TableII,1981,NA
Lepilemur ruficaudatus,Bulbus_olfactorius_Vol.mm3,Selected_collection,Stephan_etal_1981_TableV,1981,113,1,USED,NA,use,Stephan_etal_1981_TableV,1981,NA
Lepilemur ruficaudatus,Bulbus_olfactorius_accessorius_Vol.mm3,Selected_collection,Stephan_etal_1981_TableV,1981,2.72,1,USED,NA,use,Stephan_etal_1981_TableV,1981,NA
Lepilemur ruficaudatus,Capsula_interna_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,63,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lepilemur ruficaudatus,Cerebellar_nuclei_total_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,23.07,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Lepilemur ruficaudatus,Cerebellum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableII,1981,1165,1,USED,NA,use,Stephan_etal_1981_TableII,1981,NA
Lepilemur ruficaudatus,Complexus_centromedialis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXI,1981,42.5,1,USED,NA,use,Stephan_etal_1981_TableXI,1981,NA
Lepilemur ruficaudatus,Complexus_corticobasolateralis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXI,1981,90.4,1,USED,NA,use,Stephan_etal_1981_TableXI,1981,NA
Lepilemur ruficaudatus,Complexus_vestibularis_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIII,1981,14.9,1,USED,NA,use,Stephan_etal_1981_TableXIII,1981,NA
Lepilemur ruficaudatus,Corpus_geniculatum_laterale_Vol.mm3,Selected_collection,Stephan_etal_1984_Table1,1984,15.6,1,USED,NA,use,Stephan_etal_1984_Table1,1984,NA
Lepilemur ruficaudatus,Corpus_geniculatum_laterale_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIX,1981,15.6,1,superseded (older),NA,use,Stephan_etal_1984_Table1,1984,NA
Lepilemur ruficaudatus,Corpus_pineal_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXV,1981,0.731,1,USED,NA,use,Stephan_etal_1981_TableXV,1981,NA
Lepilemur ruficaudatus,Corpus_subcommissurale_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXV,1981,0.132,1,USED,NA,use,Stephan_etal_1981_TableXV,1981,NA
Lepilemur ruficaudatus,Corpus_subfornicale_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXV,1981,0.121,1,USED,NA,use,Stephan_etal_1981_TableXV,1981,NA
Lepilemur ruficaudatus,Diencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableII,1981,593,1,USED,NA,use,Stephan_etal_1981_TableII,1981,NA
Lepilemur ruficaudatus,Epithalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,4.89,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lepilemur ruficaudatus,Hippocampus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableV,1981,392,1,USED,NA,use,Stephan_etal_1981_TableV,1981,NA
Lepilemur ruficaudatus,Hypothalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,114,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lepilemur ruficaudatus,Interpositus_cerebellar_nuclei_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,6.41,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Lepilemur ruficaudatus,Lateral_cerebellar_nuclei_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,9.35,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Lepilemur ruficaudatus,Lobus_piriformis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableV,1981,302,1,USED,NA,use,Stephan_etal_1981_TableV,1981,NA
Lepilemur ruficaudatus,Medial_cerebellar_nuclei_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,7.31,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Lepilemur ruficaudatus,Medulla_oblongata_Vol.mm3,Selected_collection,Stephan_etal_1981_TableII,1981,449,1,USED,NA,use,Stephan_etal_1981_TableII,1981,NA
Lepilemur ruficaudatus,Mesencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableII,1981,260,1,USED,NA,use,Stephan_etal_1981_TableII,1981,NA
Lepilemur ruficaudatus,Neocortex_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,3282,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Lepilemur ruficaudatus,Neocortex_Vol.mm3,Selected_collection,Stephan_etal_1981_TableV,1981,3282,1,superseded (older),NA,use,Frahm_etal_1982_Table2,1982,NA
Lepilemur ruficaudatus,Neocortex_grey_matter_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,2805,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Lepilemur ruficaudatus,Neocortex_lamina_1_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,488.6,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Lepilemur ruficaudatus,Neocortex_laminae_2_6_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,2317,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Lepilemur ruficaudatus,Neocortex_white_matter_Vol.mm3,Selected_collection,Frahm_etal_1982_Table2,1982,476.6,1,USED,NA,use,Frahm_etal_1982_Table2,1982,NA
Lepilemur ruficaudatus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXI,1981,7.18,1,USED,NA,use,Stephan_etal_1981_TableXI,1981,NA
Lepilemur ruficaudatus,Nucleus_habenularis_medialis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXV,1981,1.75,1,USED,NA,use,Stephan_etal_1981_TableXV,1981,NA
Lepilemur ruficaudatus,Nucleus_septalis_triangularis_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXV,1981,0.888,1,USED,NA,use,Stephan_etal_1981_TableXV,1981,NA
Lepilemur ruficaudatus,Nucleus_subthalamicus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,2.91,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lepilemur ruficaudatus,Nucleus_tractus_olfactorius_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXI,1981,0.624,1,USED,zero_sentinel,review,Stephan_etal_1981_TableXI,1981,"Stephan 1981 prints 0 for the nucleus tractus olfactorius in several catarrhines. Per the Stephan 1987 data dictionary a printed 0 means 'not determinable with certainty', not a true zero - volumes_compiled.R maps it to NA for the 1987 table but leaves the 1981 zeros standing, and so does this script (5 species end up with NTO = 0). Decide whether the 1981 zeros are sentinels too before using this variable; contrast Bulbus_olfactorius_accessorius, whose zeros in catarrhines are real absences."
Lepilemur ruficaudatus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIII,1981,4.47,1,USED,NA,use,Stephan_etal_1981_TableXIII,1981,NA
Lepilemur ruficaudatus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIII,1981,2.38,1,USED,NA,use,Stephan_etal_1981_TableXIII,1981,NA
Lepilemur ruficaudatus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIII,1981,5.92,1,USED,NA,use,Stephan_etal_1981_TableXIII,1981,NA
Lepilemur ruficaudatus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXIII,1981,2.11,1,USED,NA,use,Stephan_etal_1981_TableXIII,1981,NA
Lepilemur ruficaudatus,Palaeocortex_Vol.mm3,Selected_collection,Stephan_etal_1981_TableXI,1981,170,1,USED,NA,use,Stephan_etal_1981_TableXI,1981,NA
Lepilemur ruficaudatus,Pallidum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,55.2,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lepilemur ruficaudatus,Schizo_cortex_Vol.mm3,Selected_collection,Stephan_etal_1981_TableV,1981,194,1,USED,NA,use,Stephan_etal_1981_TableV,1981,NA
Lepilemur ruficaudatus,Septum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableV,1981,56.7,1,USED,NA,use,Stephan_etal_1981_TableV,1981,NA
Lepilemur ruficaudatus,Striatum_Vol.mm3,Selected_collection,Stephan_etal_1981_TableV,1981,366,1,USED,NA,use,Stephan_etal_1981_TableV,1981,NA
Lepilemur ruficaudatus,Subthalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,58.1,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lepilemur ruficaudatus,Telencephalon_Vol.mm3,Selected_collection,Stephan_etal_1981_TableII,1981,4708,1,USED,NA,use,Stephan_etal_1981_TableII,1981,NA
Lepilemur ruficaudatus,Thalamus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,337,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lepilemur ruficaudatus,Total_brain_net_volume_Vol.mm3,Selected_collection,Stephan_etal_1981_TableII,1981,7175,1,USED,NA,use,Stephan_etal_1981_TableII,1981,NA
Lepilemur ruficaudatus,Tractus_opticus_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,20.7,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lepilemur ruficaudatus,Ventral_pons_Vol.mm3,Selected_collection,Matano_etal_1985_b_Table1,1985,26.2,1,USED,NA,use,Matano_etal_1985_b_Table1,1985,NA
Lepilemur ruficaudatus,Ventricles_Vol.mm3,Selected_collection,Stephan_etal_1981_TableII,1981,76.5,1,USED,NA,use,Stephan_etal_1981_TableII,1981,NA
Lophocebus albigena,Agranular_insular_cortex_left_Vol.mm3,Selected_collection,Bauernfeind_etal_2013_Table1,2013,95,1,USED,NA,use,Bauernfeind_etal_2013_Table1,2013,NA
Lophocebus albigena,Area_striata_Vol.mm3,Selected_collection,Frahm_etal_1984_Table1,1984,6831,1,USED,NA,use,Frahm_etal_1984_Table1,1984,NA
Lophocebus albigena,Area_striata_Vol.mm3,Selected_collection,Stephan_etal_1981_TableIX,1981,6831,1,superseded (older),NA,use,Frahm_etal_1984_Table1,1984,NA
Lophocebus albigena,Area_striata_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,5420,1,skipped (flagged),secondary_compilation,skip,Frahm_etal_1984_Table1,1984,"Smaers 2017 primary_visual_gray is not a Smaers measurement: it is de Sousa et al. 2010 [S6], which is itself Frahm et al. 1984 area striata grey matter. Value-matched EXACT (14 spp, 0.0% difference; e.g. Homo 14.787 = Frahm 14787 mm3, Cercopithecus ascanius 4.272 = 4272, Gorilla 12.062 = 12062). Taking it would republish Frahm 1984 under a 2017 date."
Lophocebus albigena,Area_striata_grey_matter_Vol.mm3,Selected_collection,Frahm_etal_1984_Table1,1984,5420,1,USED,NA,use,Frahm_etal_1984_Table1,1984,NA
Lophocebus albigena,Area_striata_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,1411,1,skipped (flagged),secondary_compilation,skip,Frahm_etal_1984_Table1,1984,"Smaers 2017 primary_visual_white is Frahm et al. 1984 area striata WHITE matter republished, not a Smaers measurement (EXACT value-match, e.g. Homo 5.439 = Frahm 5439 mm3, Pan troglodytes 4.004 = 4004). Same reasoning as the grey-matter column."
Lophocebus albigena,Area_striata_white_matter_Vol.mm3,Selected_collection,Frahm_etal_1984_Table1,1984,1411,1,USED,NA,use,Frahm_etal_1984_Table1,1984,NA
Lophocebus albigena,AssociationCortex_grey_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,29102,1,skipped (flagged),derived_residual,skip,NA,NA,"other_association_gray is not measured. Per the 2017 supplement it is neocortex - frontal lobe - primary visual, i.e. an arithmetic residual of de Sousa 2010 + Stephan 1981 values that are already in this merge. Importing it would double-count them; recompute from the primaries instead if the quantity is needed."
Lophocebus albigena,AssociationCortex_white_matter_Vol.mm3,Selected_collection,Smaers_etal_2017_TableS1part1,2017,17092,1,skipped (flagged),derived_residual,skip,NA,NA,other_association_white is the white-matter counterpart of the same derived residual (neocortex - frontal lobe - primary visual). Not a measurement; recompute from the primaries rather than importing it.
Lophocebus albigena,Body_Mass.g,Selected_collection,Bauernfeind_etal_2013_Table1,2013,8250,1,superseded (older),NA,use,Stephan_etal_1981_TableIII,1981,NA
Lophocebus albigena,Body_Mass.g,Selected_collection,Stephan_etal_1988_TABLE1,1988,7900,1,superseded (older),NA,use,Stephan_etal_1981_TableIII,1981,NA
Lophocebus albigena,Body_Mass.g,Selected_collection,Matano_etal_1985_a_Table1,1985,7900,1,superseded (older),NA,use,Stephan_etal_1981_TableIII,1981,NA
Lophocebus albigena,Body_Mass.g,Selected_collection,Matano_etal_1985_b_Table1,1985,7900,1,superseded (older),NA,use,Stephan_etal_1981_TableIII,1981,NA
Lophocebus albigena,Body_Mass.g,Selected_collection,Stephan_etal_1981_TableIII,1981,7900,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Lophocebus albigena,Brain_Mass.mg,Selected_collection,Bauernfeind_etal_2013_Table1,2013,110.5,1,superseded (older),unit_suspect,review,Stephan_etal_1981_TableIII,1981,"Scale check: the TSV column brain_mass_mg really is milligrams (Pan paniscus 395000 = 395 g; Alouatta caraya 55800 = 55.8 g), but the reshape divides by 1000, so the value carried under the term Brain_Mass.mg is in GRAMS - 1000x smaller than the term claims. This comes from volumes_compiled.R (same line, same result in the canonical volumes_long.csv), so it is an upstream issue, NOT something this selection introduced. Here it only reaches the 13 species Stephan 1981 does not cover, because mass_rule pins the rest to Stephan. Set action to skip, or fix the reshape upstream, once decided."
Lophocebus albigena,Brain_Mass.mg,Selected_collection,deSousa_etal_2013_Table1,2013,110500,1,superseded (older),NA,use,Stephan_etal_1981_TableIII,1981,NA
Lophocebus albigena,Brain_Mass.mg,Selected_collection,Stephan_etal_1988_TABLE1,1988,104000,1,superseded (older),NA,use,Stephan_etal_1981_TableIII,1981,NA
Lophocebus albigena,Brain_Mass.mg,Selected_collection,Stephan_etal_1981_TableIII,1981,104000,1,USED,NA,use,Stephan_etal_1981_TableIII,1981,NA
Lophocebus albigena,Bulbus_olfactorius_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,121,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Lophocebus albigena,Bulbus_olfactorius_accessorius_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVI,1981,0,1,USED,NA,use,Stephan_etal_1981_TableVI,1981,NA
Lophocebus albigena,Capsula_interna_Vol.mm3,Selected_collection,Stephan_etal_1981_TableVIII,1981,708,1,USED,NA,use,Stephan_etal_1981_TableVIII,1981,NA
Lophocebus albigena,CerebellarHemisphere_Vol.mm3,Selected_collection,MacLeod_etal_2003_Table2,2003,7700,1,USED,NA,use,MacLeod_etal_2003_Table2,2003,NA
Lophocebus albigena,CerebellarVermis_Vol.mm3,Selected_collection,MacLeod_etal_2003_Table2,2003,4000,1,USED,NA,use,MacLeod_etal_2003_Table2,2003,NA
Lophocebus albigena,Cerebellar_nuclei_total_Vol.mm3,Selected_collection,Matano_etal_1985_a_Table1,1985,232.63,1,USED,NA,use,Matano_etal_1985_a_Table1,1985,NA
Lophocebus albigena,Cerebellum_Vol.mm3,Selected_collection,MacLeod_etal_2003_Table2,2003,11700,1,USED,NA,use,MacLeod_etal_2003_Table2,2003,NA
