label,authority,basis,status,n_producers,all_producers,other_producers,note
Tectum_Vol.mm3,__merging_volumes,adjudicated,active,2,__merging_cellcounts; __merging_volumes,__merging_cellcounts,"RULE-1 2026-09-22: for a structure volume emitted by both the volumes merge and the cell-counts tables, __merging_volumes is authoritative. It resolves across teams/sources and carries the laterality and select-value machinery; the cell-counts copy is a by-product of the isotropic-fractionator tables. Matches the Neocortex_Vol.mm3 decision already recorded in variable_canonical.csv."
Tegmentum_Mass (g),__merging_weights,auto_single_producer,active,1,__merging_weights,,
Tegmentum_Vol.mm3,__merging_volumes,adjudicated,active,2,__merging_cellcounts; __merging_volumes,__merging_cellcounts,"RULE-1 2026-09-22: for a structure volume emitted by both the volumes merge and the cell-counts tables, __merging_volumes is authoritative. It resolves across teams/sources and carries the laterality and select-value machinery; the cell-counts copy is a by-product of the isotropic-fractionator tables. Matches the Neocortex_Vol.mm3 decision already recorded in variable_canonical.csv."
Telencephalon_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Temporal_cortex_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Temporal_cortex_CMRO2 (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Thalamus_CBF (mL/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Thalamus_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Thalamus_CMRO2 (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Thalamus_Mass (g),__merging_weights,auto_single_producer,active,1,__merging_weights,,
Thalamus_medial_nucleus_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Thalamus_Vol.mm3,__merging_volumes,adjudicated,active,2,__merging_cellcounts; __merging_volumes,__merging_cellcounts,"RULE-1 2026-09-22: for a structure volume emitted by both the volumes merge and the cell-counts tables, __merging_volumes is authoritative. It resolves across teams/sources and carries the laterality and select-value machinery; the cell-counts copy is a by-product of the isotropic-fractionator tables. Matches the Neocortex_Vol.mm3 decision already recorded in variable_canonical.csv."
Tool_Manufacture (category),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Tool_use (category),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Tool_use_reduced_report_count (reports),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Tool_use_report_count (reports),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Top_speed (category),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Torpor_bout_max_h,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Torpor_Tb_min_C,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Torpor_type,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Total_brain_net_volume_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Tractus_olfactorius_lateralis_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Tractus_opticus_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Trigeminal_motor_nucleus_left_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Trophic_guild (category),__merging_body_ecology,auto_single_producer,active,1,__merging_body_ecology,,
Trophic_level,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
True_Tool_Use (category),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Tuberculum_olfactorium_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
USWS_pctTST,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
V1_mitochondria_density_per_mm2,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
V1_neuron_density_per_mm2,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
V1_PSD_length_nm,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
V1_Surface_Area.mm2,__merging_cortical_areas,auto_single_producer,active,1,__merging_cortical_areas,,
V1_synapse_density_per_mm2,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
V2_Surface_Area.mm2,__merging_cortical_areas,auto_single_producer,active,1,__merging_cortical_areas,,
Ventral_pons_Vol.mm3,__merging_volumes,auto_single_producer,active,1,__merging_volumes,,
Ventricles_Vol.mm3,__merging_volumes,adopted_from_variable_canonical,active,2,____EvoM1_TraitTable (melted); __merging_volumes,____EvoM1_TraitTable (melted),authority already declared by superseded_by; adopted unchanged
Vermis_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Visual_acuity.cdeg,__merging_sensory,auto_single_producer,active,1,__merging_sensory,,
Visual_cortex_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
VocalRepertoire (count),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
Weaning_age (days),__merging_body_ecology,adopted_from_variable_canonical,active,2,____EvoM1_TraitTable (melted); __merging_body_ecology,____EvoM1_TraitTable (melted),authority already declared by superseded_by; adopted unchanged
Weight_at_birth_g,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
Weight_at_weaning_g,____EvoM1_TraitTable (melted),auto_single_producer,active,1,____EvoM1_TraitTable (melted),,
White_matter_CBF (mL/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
White_matter_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
White_matter_CMRO2 (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Whole_brain_CBF (mL/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Whole_brain_CMRgl (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Whole_brain_CMRO2 (umol/100g/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Whole_brain_Total_glucose_utilization (umol/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
Whole_brain_Total_O2_consumption (mL/min),__merging_cerebral_metabolic_rate,auto_single_producer,active,1,__merging_cerebral_metabolic_rate,,
WholeBrain_C.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
WholeBrain_I.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
WholeBrain_I.p.C,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
WholeBrain_I.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
WholeBrain_N.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
WholeBrain_N.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
WholeBrain_O.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
WholeBrain_O.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
WholeBrain_O.p.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
WholeBrain_p.C.N,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
WholeBrainOlfactoryBulb_Mass.g,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
WholeBrainOlfactoryBulb_N.n,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
WholeBrainOlfactoryBulb_N.p.mg,__merging_cellcounts,auto_single_producer,active,1,__merging_cellcounts,,
Zoological_record_article_count (articles),__merging_behaviour,auto_single_producer,active,1,__merging_behaviour,,
